citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,actual_vote
C53611,Centaur,5,4,5,3,3,3,3,4,3,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,3,25-35,0,0,Masters,5,ATI,ATI,Cosmos
C53612,Cosmos,3,3,3,3,10,3,3,3,3,0,0,1,0,1,0,0,6,0,1,0,0,15,0,15,0,1,25-35,1,0,Diploma,6,ADE,ADE,Ebony
C53613,Cosmos,3,5,3,3,10,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,3,55+,1,0,Degree,6,ACL,ABX,Tokugawa
C53614,Cosmos,3,4,3,3,5,3,4,3,3,0,3,0,0,1,0,2,3,0,0,0,15,15,0,15,0,4,25-35,0,0,Masters,9,AHS,AHS,Centaur
C53615,Tokugawa,3,3,10,6,3,3,3,5,4,0,0,0,3,0,0,0,1,5,0,0,0,15,15,0,0,3,36-45,1,0,Masters,8,AMI,AMI,Tokugawa
C53616,Odyssey,3,3,3,13,9,3,3,3,12,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,4,55+,1,0,Degree,7,AMH,AMH,Odyssey
C53617,Ebony,3,4,3,3,3,3,4,3,3,0,0,0,0,2,1,0,0,0,4,0,0,0,0,15,15,3,25-35,1,1,Primary,7,AWX,AWX,Cosmos
C53618,Cosmos,3,3,3,4,7,3,3,3,4,4,0,1,0,0,0,0,1,0,0,0,0,12,0,0,10,3,18-24,1,1,Masters,7,AJN,AJN,Cosmos
C53619,Cosmos,5,3,3,3,11,3,3,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,55+,0,0,Diploma,7,AHO,AHO,Cosmos
C53620,Odyssey,3,5,3,9,4,3,5,3,8,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,3,25-35,1,0,Degree,8,ACL,ASE,Ebony
C53621,Odyssey,3,3,5,9,7,3,3,4,5,1,1,0,0,0,1,3,0,0,0,0,15,15,15,15,10,4,46-55,1,0,Primary,4,ANQ,AOV,Tokugawa
C53622,Cosmos,3,3,3,3,9,3,3,3,3,1,3,0,0,0,3,0,2,0,0,0,15,15,15,0,15,3,25-35,1,0,Degree,7,AEP,AEP,Cosmos
C53623,Tokugawa,3,3,11,4,3,3,3,4,3,0,0,1,0,0,0,0,6,0,0,0,0,15,0,0,0,4,18-24,1,0,Masters,7,ASE,ASE,Ebony
C53624,Tokugawa,3,3,6,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,36-45,1,0,Degree,7,AUD,AJV,Centaur
C53625,Tokugawa,3,6,22,3,4,3,5,3,3,0,0,0,1,0,0,0,2,1,0,0,0,15,15,0,0,3,55+,1,1,Masters,7,ACN,AWD,Odyssey
C53626,Centaur,6,3,3,3,3,4,3,3,3,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,46-55,0,0,Degree,0,ARK,ALO,Centaur
C53627,Cosmos,3,3,3,3,11,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,18-24,1,0,Diploma,6,ARK,ARK,Centaur
C53628,Odyssey,4,3,3,13,3,4,3,3,8,0,4,0,0,0,0,0,0,0,0,0,14,15,0,15,0,4,36-45,1,0,Primary,7,AAN,AHR,Centaur
C53629,Cosmos,3,3,3,3,5,3,3,3,3,0,0,2,0,0,0,0,9,0,0,0,0,15,0,0,15,3,55+,1,0,Diploma,9,ATI,ABX,Ebony
C53630,Centaur,15,4,3,21,7,9,4,3,4,0,2,0,0,5,0,0,0,0,0,0,15,15,0,15,0,1,18-24,1,1,Diploma,9,AWI,AWI,Odyssey
C53631,Ebony,3,9,3,3,3,3,4,3,3,0,0,1,0,0,0,1,0,0,0,0,15,15,0,0,0,4,18-24,1,1,Diploma,0,ACL,ARK,Ebony
C53632,Ebony,5,8,3,3,3,5,4,3,3,0,1,1,0,2,0,3,0,1,0,0,15,15,15,15,0,1,18-24,1,1,Diploma,7,AXT,AXT,Centaur
C53633,Centaur,12,3,3,3,3,10,3,3,3,2,1,0,0,0,0,0,0,0,0,0,10,0,15,0,15,3,18-24,1,1,Masters,5,AEC,AEC,Tokugawa
C53634,Ebony,5,13,5,3,13,4,4,5,3,0,0,1,0,2,0,0,2,0,0,0,0,15,0,15,0,4,55+,0,0,Degree,6,ARM,ARM,Ebony
C53635,Odyssey,3,5,3,17,3,3,3,3,10,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,1,0,Degree,4,ADE,ADE,Ebony
C53636,Ebony,3,16,3,3,3,3,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,36-45,1,0,Degree,3,AMS,AMS,Cosmos
C53637,Centaur,24,3,5,3,3,9,3,3,3,0,1,1,0,0,0,0,2,0,0,0,15,14,0,0,0,4,46-55,1,1,Masters,7,ABX,ABX,Ebony
C53638,Centaur,6,4,3,5,3,6,4,3,5,0,0,0,2,0,0,0,0,3,0,0,0,15,15,0,0,4,36-45,1,0,Diploma,8,AWD,AWD,Tokugawa
C53639,Cosmos,20,9,13,7,20,4,3,7,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,1,18-24,1,0,Masters,7,AQX,ACL,Odyssey
C53640,Tokugawa,3,3,19,3,3,3,3,4,3,0,0,0,0,0,0,0,1,0,1,0,0,15,0,15,0,3,46-55,1,1,Diploma,8,AWT,AWT,Odyssey
C53641,Cosmos,3,6,3,3,6,3,5,3,3,5,0,1,1,0,1,1,2,0,0,1,0,6,5,0,7,4,46-55,1,0,Diploma,8,ANQ,APH,Tokugawa
C53642,Centaur,24,3,3,5,5,16,3,3,4,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,4,36-45,1,0,Degree,9,ACL,AQU,Cosmos
C53643,Odyssey,6,3,3,12,3,4,3,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,0,Diploma,8,AXT,AWX,Odyssey
C53644,Tokugawa,3,3,13,3,3,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,55+,1,0,Masters,7,AHS,AHS,Centaur
C53645,Odyssey,3,3,4,8,3,3,3,4,6,3,0,1,0,0,2,0,0,0,0,0,0,7,15,0,6,3,25-35,1,0,Masters,8,AEC,AEC,Cosmos
C53646,Odyssey,3,4,17,18,6,3,4,11,14,0,0,0,0,4,0,0,0,0,0,0,0,0,15,15,0,3,25-35,1,0,Masters,8,ACL,AVG,Ebony
C53647,Centaur,5,3,5,3,3,5,3,4,3,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,25-35,1,0,Masters,7,AHS,AHS,Centaur
C53648,Ebony,3,10,3,3,3,3,6,3,3,5,0,0,0,0,1,0,0,0,0,0,15,10,0,0,14,1,55+,0,0,Masters,8,AUF,AUF,Cosmos
C53649,Tokugawa,3,4,13,3,3,3,4,11,3,0,1,1,0,0,0,0,0,1,0,0,0,12,15,0,0,2,46-55,1,0,Masters,8,AHO,AHO,Tokugawa
C53650,Ebony,7,16,3,7,18,3,6,3,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,46-55,1,0,Diploma,7,AHJ,AHS,Odyssey
C53651,Ebony,3,7,3,3,3,3,5,3,3,1,0,0,0,0,0,3,0,0,0,0,15,0,15,0,15,3,46-55,1,0,Masters,0,AEC,AEC,Centaur
C53652,Cosmos,3,3,3,3,13,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,3,25-35,1,0,Masters,6,AAE,ACL,Centaur
C53653,Centaur,7,3,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,10,5,0,0,7,1,55+,1,0,Degree,6,ADK,ATF,Cosmos
C53654,Ebony,3,11,3,3,3,3,8,3,3,0,0,0,0,0,1,0,3,0,0,0,0,7,0,15,7,1,46-55,1,0,Masters,6,ADZ,ADZ,Cosmos
C53655,Centaur,20,4,3,3,3,17,4,3,3,0,1,0,0,0,0,1,0,0,0,0,13,0,0,0,0,1,18-24,1,0,Degree,7,AHS,AHS,Centaur
C53656,Ebony,3,14,3,9,3,3,13,3,8,0,0,0,0,1,1,0,0,0,0,0,15,0,0,15,10,1,25-35,1,0,Primary,7,AGA,AHR,Odyssey
C53657,Centaur,8,3,3,3,3,8,3,3,3,4,0,0,0,0,1,2,5,1,0,1,0,1,7,0,6,4,46-55,1,0,Diploma,8,AJI,ANQ,Cosmos
C53658,Odyssey,3,3,3,5,5,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,55+,1,1,Masters,6,ARK,AJV,Odyssey
C53659,Centaur,20,3,3,3,3,10,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,18-24,1,0,Masters,6,AOV,AOV,Cosmos
C53660,Centaur,8,3,3,5,3,6,3,3,3,0,3,0,0,0,0,0,0,0,0,0,15,15,0,0,15,4,46-55,1,0,Masters,0,AOV,AOV,Centaur
C53661,Odyssey,3,3,3,11,3,3,3,3,11,0,0,0,0,0,0,0,2,0,0,0,0,10,0,15,0,1,25-35,1,0,Degree,7,ABX,ABX,Ebony
C53662,Odyssey,3,3,3,13,3,3,3,3,5,1,0,0,0,0,0,0,0,1,0,0,0,15,15,15,0,1,25-35,1,1,Diploma,6,AEC,AEC,Tokugawa
C53663,Cosmos,3,3,3,5,7,3,3,3,4,2,0,0,0,0,0,0,1,0,1,0,0,15,0,15,15,1,36-45,0,1,Masters,7,AQT,AQT,Odyssey
C53664,Centaur,7,3,3,6,3,5,3,3,4,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Masters,7,ATI,ATI,Centaur
C53665,Cosmos,3,3,3,4,6,3,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,36-45,1,0,Masters,9,AHD,AHD,Ebony
C53666,Tokugawa,3,3,23,3,3,3,3,4,3,2,0,0,0,0,1,0,3,4,0,0,15,15,15,0,15,3,36-45,1,0,Masters,6,AEC,AEC,Tokugawa
C53667,Ebony,3,4,3,3,3,3,4,3,3,0,0,0,1,0,0,0,1,1,0,0,0,15,15,15,0,1,25-35,1,0,Diploma,7,AJI,AZG,Odyssey
C53668,Tokugawa,3,3,20,3,3,3,3,8,3,0,0,0,1,0,0,0,0,2,1,0,0,0,15,15,0,4,55+,1,1,Primary,7,ANQ,APH,Tokugawa
C53669,Odyssey,3,3,3,9,3,3,3,3,5,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0,1,25-35,1,0,Degree,6,AWW,AEC,Tokugawa
C53670,Cosmos,5,3,3,3,5,3,3,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,3,36-45,1,1,Primary,8,ASW,ASW,Cosmos
C53671,Centaur,21,3,3,3,4,4,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,36-45,1,0,Masters,7,AXT,AXT,Odyssey
C53672,Cosmos,3,3,3,3,14,3,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,15,0,15,0,2,25-35,1,0,Degree,7,ACL,AUD,Ebony
C53673,Centaur,16,3,3,3,3,7,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,4,18-24,1,0,Masters,8,AHO,AJV,Odyssey
C53674,Centaur,18,3,3,3,3,8,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18-24,1,0,Primary,4,AJV,ACL,Ebony
C53675,Cosmos,3,3,3,3,5,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,3,36-45,1,1,Degree,8,AVO,AVO,Odyssey
C53676,Ebony,3,6,3,3,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,18-24,1,0,Masters,10,ABA,ATI,Tokugawa
C53677,Cosmos,3,3,3,3,9,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,15,0,15,0,2,25-35,1,1,Diploma,9,AII,AII,Odyssey
C53678,Cosmos,6,12,5,3,9,4,7,3,3,2,2,0,0,1,1,0,0,0,0,0,15,0,0,15,15,3,36-45,1,1,Degree,3,AHS,AHS,Centaur
C53679,Odyssey,6,4,3,20,3,4,3,3,10,3,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,3,36-45,1,1,Masters,8,AQU,AES,Ebony
C53680,Ebony,3,12,3,3,3,3,9,3,3,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Primary,7,APH,ACL,Centaur
C53681,Cosmos,3,3,3,3,5,3,3,3,3,1,0,0,0,0,2,0,0,0,0,0,0,15,0,0,15,3,18-24,1,0,Primary,5,AFX,AMS,Cosmos
C53682,Odyssey,3,3,3,14,3,3,3,3,4,0,3,0,0,0,0,1,0,0,0,0,15,0,0,0,0,4,36-45,1,1,Masters,0,ATI,ATI,Centaur
C53683,Centaur,5,3,3,3,3,5,3,3,3,0,0,0,0,0,0,0,2,2,0,0,15,15,15,0,0,3,46-55,0,0,Masters,8,ANQ,ANQ,Centaur
C53684,Cosmos,5,3,3,3,13,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,1,46-55,1,1,Degree,7,AET,AET,Odyssey
C53685,Odyssey,3,3,3,14,6,3,3,3,13,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,1,46-55,0,0,Diploma,7,AHS,AHS,Centaur
C53686,Cosmos,4,3,3,3,5,4,3,3,3,1,0,0,0,0,1,0,0,0,0,0,15,15,0,0,15,3,46-55,1,1,Masters,6,AMS,ACL,Cosmos
C53687,Ebony,3,15,3,3,3,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,46-55,0,0,Degree,7,ADE,ASF,Odyssey
C53688,Odyssey,9,3,3,7,3,8,3,3,7,0,0,0,0,3,1,0,0,0,0,0,0,15,0,1,0,4,25-35,0,0,Masters,4,ACL,AOV,Centaur
C53689,Odyssey,3,3,3,9,11,3,3,3,9,0,0,0,0,3,0,0,0,0,1,0,15,0,0,15,0,3,25-35,1,0,Diploma,8,AWK,AWK,Odyssey
C53690,Centaur,9,3,3,5,3,7,3,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,4,55+,1,1,Masters,7,AOV,ANQ,Tokugawa
C53691,Centaur,9,3,3,3,6,9,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,4,46-55,0,1,Masters,7,ARJ,ANO,Odyssey
C53692,Centaur,14,3,3,3,3,12,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,1,36-45,1,1,Masters,4,AXR,AXR,Odyssey
C53693,Cosmos,3,3,3,3,13,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,3,36-45,1,0,Degree,5,AVG,AVG,Odyssey
C53694,Cosmos,3,3,3,3,9,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,25-35,1,0,Primary,8,ACL,AII,Ebony
C53695,Centaur,17,4,4,3,4,13,3,4,3,5,0,0,0,0,4,0,0,1,0,0,0,0,15,0,15,1,46-55,1,1,Masters,4,AJI,AEC,Cosmos
C53696,Ebony,3,7,3,3,3,3,5,3,3,0,0,0,0,2,0,0,0,2,0,0,15,0,15,15,0,4,55+,1,0,Masters,8,ACD,ACD,Odyssey
C53697,Cosmos,3,3,3,3,14,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,46-55,1,1,Diploma,7,AET,AET,Odyssey
C53698,Cosmos,4,3,3,3,24,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,25-35,1,0,Masters,7,ARK,ACL,Centaur
C53699,Cosmos,4,3,3,6,11,3,3,3,6,1,0,0,0,0,0,0,0,1,0,0,15,15,15,15,15,3,25-35,1,0,Degree,6,AET,AJV,Odyssey
C53700,Ebony,3,8,3,6,4,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,0,0,Degree,5,AHS,ACL,Centaur
C53701,Cosmos,3,4,3,3,7,3,4,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,15,15,0,3,25-35,1,1,Masters,7,AXT,AOT,Odyssey
C53702,Odyssey,3,3,3,11,3,3,3,3,7,0,0,0,0,0,0,0,4,0,0,0,15,6,0,0,0,1,36-45,1,0,Masters,7,AHO,AHO,Ebony
C53703,Odyssey,3,5,3,10,3,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,8,ACL,ABX,Ebony
C53704,Cosmos,3,3,3,5,3,3,3,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,1,Masters,6,ATI,ATI,Centaur
C53705,Tokugawa,3,3,11,3,5,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18-24,0,0,Degree,6,ABX,ABX,Ebony
C53706,Odyssey,3,3,3,6,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,4,36-45,1,0,Degree,6,ACL,ABX,Centaur
C53707,Ebony,5,18,5,3,7,5,9,5,3,2,2,0,0,0,1,3,7,0,0,6,0,1,0,0,1,3,55+,0,1,Diploma,7,ATI,ATI,Cosmos
C53708,Centaur,17,9,3,3,3,7,4,3,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,1,55+,0,0,Masters,5,AJK,AJK,Cosmos
C53709,Odyssey,3,3,3,20,3,3,3,3,15,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,55+,1,0,Masters,7,ACL,AMI,Tokugawa
C53710,Odyssey,3,3,3,9,3,3,3,3,7,1,0,0,0,0,2,0,0,1,0,0,0,0,15,0,15,2,25-35,1,0,Degree,6,AJI,ATU,Cosmos
C53711,Odyssey,3,3,3,6,3,3,3,3,6,6,0,0,0,0,1,0,0,1,0,0,5,5,9,0,8,3,25-35,1,0,Degree,4,AJI,AJI,Cosmos
C53712,Ebony,4,8,3,3,5,4,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,4,25-35,0,1,Diploma,4,APL,AOV,Cosmos
C53713,Cosmos,3,3,3,3,8,3,3,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2,25-35,0,0,Diploma,8,AEY,AFX,Cosmos
C53714,Tokugawa,4,3,11,3,3,4,3,6,3,2,1,0,0,0,0,0,1,0,0,0,15,15,0,15,15,3,46-55,1,0,Masters,7,ALH,ACE,Centaur
C53715,Tokugawa,3,3,4,3,4,3,3,4,3,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,4,18-24,1,0,Diploma,6,ASC,ASC,Ebony
C53716,Odyssey,3,4,3,14,4,3,4,3,10,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,15,3,55+,1,1,Masters,7,AHO,AET,Odyssey
C53717,Ebony,3,14,3,3,3,3,9,3,3,2,0,0,0,0,0,0,0,0,0,0,15,15,0,0,13,3,18-24,0,0,Degree,6,AWX,AWX,Cosmos
C53718,Centaur,16,4,19,3,3,4,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,25-35,1,0,Diploma,8,ADV,ADV,Odyssey
C53719,Ebony,3,12,3,3,3,3,6,3,3,0,1,0,0,0,0,1,0,0,0,0,15,0,15,0,0,4,18-24,1,0,Degree,4,AJV,ARK,Centaur
C53720,Cosmos,4,3,3,3,20,3,3,3,3,0,2,0,0,1,0,0,0,0,0,0,15,15,0,15,0,4,36-45,1,1,Masters,0,AYE,AYE,Centaur
C53721,Tokugawa,3,3,4,3,3,3,3,4,3,0,2,0,0,0,0,0,0,0,0,0,15,0,15,15,0,3,25-35,1,0,Degree,8,AES,AOV,Tokugawa
C53722,Centaur,7,5,3,3,4,5,4,3,3,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,4,36-45,1,1,Masters,7,ATI,ATI,Centaur
C53723,Ebony,3,5,3,3,3,3,4,3,3,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,0,1,18-24,1,0,Diploma,5,ARK,ARK,Centaur
C53724,Centaur,4,12,6,3,7,4,6,4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,15,9,3,25-35,0,0,Diploma,7,AJI,AHR,Cosmos
C53725,Tokugawa,3,3,13,3,3,3,3,10,3,1,0,0,0,1,0,0,1,1,0,0,15,15,15,15,15,1,55+,1,0,Degree,7,AEC,ANL,Cosmos
C53726,Odyssey,3,3,3,8,3,3,3,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,10,15,0,4,18-24,1,0,Diploma,8,AUD,AUD,Centaur
C53727,Odyssey,3,4,9,15,3,3,3,5,8,1,0,1,0,0,0,0,5,0,0,0,0,11,0,0,0,3,36-45,0,0,Masters,7,ASD,ASD,Ebony
C53728,Cosmos,3,9,4,3,9,3,7,4,3,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,7,ASE,ASE,Ebony
C53729,Ebony,3,12,3,3,5,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,46-55,0,0,Diploma,3,AXT,AXT,Odyssey
C53730,Centaur,14,4,5,3,3,7,4,3,3,8,0,0,0,0,2,0,0,0,0,0,0,0,0,15,15,4,18-24,1,0,Degree,7,AMR,AJI,Cosmos
C53731,Centaur,10,3,3,3,3,9,3,3,3,3,2,0,0,1,0,0,0,0,0,0,4,0,0,15,8,3,46-55,1,0,Primary,6,AHR,ATI,Centaur
C53732,Cosmos,20,3,3,3,13,6,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,1,18-24,0,1,Primary,7,ACL,ANQ,Tokugawa
C53733,Ebony,3,7,3,3,3,3,7,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,25-35,1,1,Masters,7,ACD,ACD,Cosmos
C53734,Centaur,11,5,3,3,3,11,3,3,3,5,2,0,0,0,0,0,1,0,0,0,14,15,0,0,15,3,46-55,1,0,Masters,7,AGA,AGA,Centaur
C53735,Cosmos,3,3,3,4,7,3,3,3,4,2,0,0,0,1,0,0,0,3,0,0,0,0,15,15,11,4,18-24,0,1,Masters,6,AOT,AHJ,Odyssey
C53736,Odyssey,3,3,3,16,4,3,3,3,14,0,0,1,0,0,0,0,5,0,0,0,0,15,0,0,0,1,18-24,1,0,Degree,7,ADH,ADH,Ebony
C53737,Odyssey,4,3,3,15,3,4,3,3,13,5,0,0,1,0,1,0,0,0,0,0,15,15,15,15,15,3,55+,1,0,Masters,7,AXR,AXR,Cosmos
C53738,Ebony,3,12,3,4,4,3,3,3,4,2,0,2,0,0,2,0,1,0,0,0,0,10,0,0,10,2,46-55,1,0,Masters,8,AKN,AXZ,Cosmos
C53739,Ebony,3,14,3,3,3,3,7,3,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,4,55+,1,0,Degree,6,AJI,AJI,Cosmos
C53740,Centaur,6,4,3,3,4,4,3,3,3,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,46-55,1,1,Masters,6,AWI,AWI,Odyssey
C53741,Cosmos,11,4,3,4,10,7,4,3,4,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3,25-35,1,0,Degree,0,ARK,ACL,Centaur
C53742,Centaur,9,5,3,3,3,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,1,18-24,1,1,Diploma,6,ARK,ACL,Centaur
C53743,Odyssey,4,3,3,9,5,4,3,3,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,3,46-55,1,0,Masters,6,AET,AET,Odyssey
C53744,Centaur,4,3,3,3,3,4,3,3,3,0,0,0,1,0,0,0,0,1,0,0,15,15,15,0,0,1,46-55,1,0,Diploma,5,AWU,AJV,Centaur
C53745,Tokugawa,3,3,12,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,25-35,1,0,Diploma,7,AFR,ACL,Centaur
C53746,Ebony,5,7,3,3,3,5,3,3,3,0,1,0,0,5,0,0,0,0,1,0,0,0,0,15,0,2,25-35,1,0,Masters,9,ACL,ARM,Odyssey
C53747,Tokugawa,3,3,12,3,3,3,3,8,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,4,55+,0,1,Diploma,7,AWK,AWK,Odyssey
C53748,Tokugawa,3,3,16,3,3,3,3,11,3,0,0,0,0,0,0,3,0,2,0,0,15,0,15,0,0,3,25-35,1,1,Degree,8,AZG,ATU,Tokugawa
C53749,Ebony,5,3,3,3,3,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,4,25-35,1,0,Degree,7,ASF,ACL,Ebony
C53750,Cosmos,3,3,3,3,7,3,3,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,15,0,0,3,46-55,1,0,Masters,8,ACL,ATU,Tokugawa
C53751,Odyssey,3,4,3,13,3,3,4,3,4,2,0,0,1,0,0,0,0,6,0,0,0,0,15,0,15,3,46-55,0,0,Degree,8,AEC,AEC,Tokugawa
C53752,Centaur,15,4,3,13,3,5,3,3,7,1,0,0,0,0,0,0,2,0,0,0,0,15,0,0,15,4,18-24,1,0,Masters,6,ACO,ACO,Ebony
C53753,Cosmos,3,3,3,4,5,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,4,55+,1,0,Degree,3,ACL,AWD,Centaur
C53754,Cosmos,3,3,3,3,14,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,3,36-45,0,0,Degree,5,ABX,ABX,Ebony
C53755,Centaur,11,3,3,3,3,8,3,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,25-35,1,1,Masters,8,AHS,ACL,Centaur
C53756,Cosmos,3,3,3,3,10,3,3,3,3,1,1,0,0,0,1,0,0,1,0,0,15,0,15,0,15,2,25-35,0,0,Masters,0,AEC,ACL,Tokugawa
C53757,Centaur,4,3,3,6,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,18-24,1,1,Masters,9,ACL,AQU,Centaur
C53758,Centaur,6,3,5,9,3,4,3,3,9,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,3,18-24,1,0,Degree,7,AHJ,AHS,Centaur
C53759,Ebony,3,9,3,3,3,3,9,3,3,0,1,0,0,0,0,9,0,0,0,0,15,0,0,0,0,3,36-45,1,0,Degree,6,ARK,ARK,Centaur
C53760,Centaur,8,4,3,3,3,4,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,15,0,15,10,1,46-55,1,0,Masters,7,AEC,AEC,Ebony
C53761,Cosmos,3,3,3,11,5,3,3,3,9,0,1,0,0,0,0,0,0,4,0,0,15,15,15,0,0,3,25-35,1,1,Diploma,3,ATI,ATI,Tokugawa
C53762,Odyssey,3,3,3,12,7,3,3,3,6,0,0,0,1,0,0,0,1,0,0,0,0,15,15,0,0,1,36-45,1,0,Degree,8,ANQ,AJI,Ebony
C53763,Centaur,14,3,3,3,3,10,3,3,3,1,0,0,0,0,0,0,6,0,0,0,11,14,0,0,15,3,25-35,1,0,Masters,8,AXO,AXO,Ebony
C53764,Tokugawa,3,3,4,4,3,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,1,25-35,1,0,Degree,7,ABX,ABX,Ebony
